M.F,Admit,Dept
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,Yes,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,No,D
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,Yes,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,No,E
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,Yes,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
Female,No,F
